,head,relation,tail,head_rank,tail_rank,head_rank_2,tail_rank_2,rank_difference_tail,have_inv
2285,9533048,_hypernym,9505418,1.0,1.0,6.0,2.0,1.0,1
2286,12583529,_hypernym,11556857,1.0,1.0,5.0,1.0,0.0,1
2289,7897200,_hypernym,7892813,1.0,1.0,2801.0,13231.0,13230.0,1
2291,9162803,_instance_hypernym,8633957,1.0,1.0,192.0,1.0,0.0,1
2292,981180,_synset_domain_topic_of,8199025,1.0,1.0,14.0,1.0,0.0,1
2293,12958772,_member_meronym,12958921,1.0,1.0,482.0,233.0,232.0,1
2294,1175316,_hypernym,1173038,1.0,1.0,9.0,5.0,4.0,1
2295,7842753,_hypernym,7557434,1.0,1.0,1748.0,119.0,118.0,1
2296,2896442,_hypernym,4489008,1.0,1.0,43.0,2.0,1.0,1
2302,5302499,_has_part,5532944,1.0,1.0,218.0,697.0,696.0,1
2303,4374735,_synset_domain_topic_of,6232880,2.0,1.0,1836.0,34.0,33.0,1
2305,1613463,_also_see,2326695,1.0,1.0,2.0,1.0,0.0,1
2306,10384610,_hypernym,10004282,1.0,1.0,456.0,8247.0,8246.0,1
2307,1083645,_hypernym,1083077,1.0,1.0,6.0,6.0,5.0,1
2311,11529603,_member_meronym,11544769,1.0,1.0,3.0,4.0,3.0,1
2312,4958634,_hypernym,4950126,1.0,1.0,20764.0,14548.0,14547.0,1
2313,2050132,_also_see,1915365,1.0,3.0,3.0,5.0,2.0,1
2316,915605,_derivationally_related_form,7121361,4.0,1.0,4.0,2.0,1.0,0
2318,10177150,_hypernym,10557854,1.0,1.0,26.0,6.0,5.0,1
2319,9552681,_hypernym,9505418,1.0,1.0,3.0,1.0,0.0,1
2320,12189293,_member_meronym,12189429,1.0,1.0,691.0,567.0,566.0,1
2322,2012306,_member_meronym,2014646,1.0,1.0,2.0,39.0,38.0,1
2323,841628,_hypernym,838367,1.0,1.0,105.0,29.0,28.0,1
2326,2705201,_has_part,4434285,1.0,1.0,6.0,9.0,8.0,1
2327,9949946,_derivationally_related_form,6677974,16.0,55.0,26.0,105.0,50.0,0
2328,12431128,_member_meronym,12431861,1.0,1.0,2.0,43.0,42.0,1
2329,11739978,_hypernym,13104059,1.0,1.0,2276.0,31.0,30.0,1
2332,5748285,_hypernym,5748054,1.0,1.0,53.0,21.0,20.0,1
2333,13615235,_hypernym,13614764,1.0,1.0,7304.0,23442.0,23441.0,1
2335,119297,_hypernym,118733,1.0,1.0,40876.0,16533.0,16532.0,1
2336,2739254,_hypernym,339934,1.0,1.0,7349.0,179.0,178.0,1
2337,12776212,_member_meronym,12776391,1.0,1.0,60.0,147.0,146.0,1
2341,5233420,_hypernym,5230603,1.0,1.0,54.0,14.0,13.0,1
2343,13187031,_member_meronym,13187167,25.0,51.0,25.0,54.0,3.0,0
2345,45114,_synset_domain_topic_of,6232880,2.0,1.0,11433.0,143.0,142.0,1
2346,8860123,_member_of_domain_region,3318294,1.0,11215.0,2.0,13543.0,2328.0,0
2348,10338231,_hypernym,9682291,1.0,1.0,40565.0,2623.0,2622.0,1
2349,634906,_derivationally_related_form,153809,1.0,3.0,1.0,1.0,-2.0,0
2350,9513902,_synset_domain_topic_of,15253139,1.0,1.0,4.0,1.0,0.0,1
2352,13807403,_hypernym,13805734,1.0,1.0,40457.0,12905.0,12904.0,1
2353,8766988,_has_part,8773679,1.0,1.0,1.0,3.0,2.0,1
2354,1653442,_derivationally_related_form,923444,186.0,919.0,130.0,336.0,-583.0,0
2356,1433809,_hypernym,1433294,1.0,1.0,19672.0,21767.0,21766.0,1
2358,12257343,_hypernym,11575425,11.0,1.0,7.0,1.0,0.0,0
2360,4747899,_hypernym,4742535,1.0,1.0,10.0,2.0,1.0,1
2361,2855793,_derivationally_related_form,1423929,38.0,9.0,18.0,6.0,-3.0,0
2363,1970866,_hypernym,1342529,1.0,1.0,16.0,5.0,4.0,1
2364,11706761,_has_part,7764847,1.0,1.0,52.0,32.0,31.0,1
2365,8926877,_instance_hypernym,9203827,1.0,1.0,15.0,1.0,0.0,1
2370,11225661,_instance_hypernym,9799213,1.0,1.0,9.0,3.0,2.0,1
2371,10483530,_derivationally_related_form,926702,3.0,1.0,2.0,1.0,0.0,0
2372,1417553,_hypernym,1388130,1.0,1.0,91.0,11.0,10.0,1
2374,2425462,_hypernym,1650610,1.0,1.0,29.0,13.0,12.0,1
2375,8981244,_member_of_domain_region,8011266,1.0,1.0,7.0,34.0,33.0,1
2376,1081001,_hypernym,1079480,1.0,1.0,128.0,20.0,19.0,1
2379,730499,_hypernym,650353,1.0,1.0,3.0,1.0,0.0,1
2380,11788926,_hypernym,11556857,1.0,1.0,2.0,1.0,0.0,1
2381,9639719,_hypernym,9638875,1.0,1.0,36.0,5.0,4.0,1
2382,759269,_hypernym,759501,1.0,1.0,58.0,57.0,56.0,1
2384,139586,_synset_domain_topic_of,6084469,887.0,2.0,1211.0,3.0,1.0,0
2386,2476219,_hypernym,2471762,1.0,1.0,32.0,12.0,11.0,1
2387,289388,_hypernym,286497,1.0,1.0,19.0,9.0,8.0,1
2388,820352,_hypernym,1011031,1.0,1.0,397.0,58.0,57.0,1
2390,6295235,_member_of_domain_usage,2887489,1.0,1.0,1.0,950.0,949.0,1
2391,5104548,_hypernym,5103946,1.0,1.0,1552.0,1483.0,1482.0,1
2392,884011,_hypernym,1010118,1.0,1.0,6.0,2.0,1.0,1
2394,9365443,_instance_hypernym,9403734,1.0,1.0,556.0,6.0,5.0,1
2395,9646608,_hypernym,9645091,1.0,1.0,10.0,5.0,4.0,1
2396,2705680,_hypernym,2620587,1.0,1.0,40614.0,3164.0,3163.0,1
2399,12834408,_member_meronym,12836663,1.0,1.0,9.0,134.0,133.0,1
2400,3875218,_hypernym,14984973,1.0,1.0,335.0,198.0,197.0,1
2401,11972141,_hypernym,11579418,1.0,1.0,4.0,1.0,0.0,1
2402,4716864,_hypernym,4715487,1.0,1.0,10330.0,9017.0,9016.0,1
2404,628539,_hypernym,624738,1.0,1.0,40811.0,1180.0,1179.0,1
2406,2249995,_member_meronym,2250133,1.0,1.0,100.0,155.0,154.0,1
2410,9311259,_has_part,9198574,1.0,1.0,2.0,13.0,12.0,1
2411,926702,_derivationally_related_form,10483530,1.0,5.0,1.0,2.0,-3.0,0
2412,13988663,_hypernym,13985818,1.0,1.0,532.0,140.0,139.0,1
2413,3633091,_hypernym,4531098,253.0,76.0,276.0,92.0,16.0,0
2414,13724582,_has_part,13724474,1.0,1.0,16.0,15.0,14.0,1
2416,8106934,_member_meronym,8107191,1.0,1.0,6.0,24.0,23.0,1
2417,14050143,_hypernym,14049711,1.0,1.0,6081.0,6183.0,6182.0,1
2418,12898226,_hypernym,11579418,3.0,1.0,12.0,1.0,0.0,1
2419,10829733,_instance_hypernym,10423589,1.0,1.0,111.0,14.0,13.0,1
2420,2468617,_hypernym,5235879,1.0,1.0,443.0,3190.0,3189.0,1
2422,3007591,_hypernym,4004475,1.0,1.0,375.0,44.0,43.0,1
2423,10024362,_hypernym,7846,1.0,1.0,247.0,8.0,7.0,1
2424,1372709,_hypernym,1355326,1.0,1.0,40795.0,776.0,775.0,1
2425,9195615,_has_part,9372504,1.0,1.0,2.0,2.0,1.0,1
2426,1415807,_hypernym,1400044,1.0,1.0,41.0,9.0,8.0,1
2428,744004,_synset_domain_topic_of,1124794,1.0,1.0,6154.0,122.0,121.0,1
2430,320536,_synset_domain_topic_of,243918,1.0,1.0,61.0,1.0,0.0,1
2431,8341551,_hypernym,8337324,1.0,1.0,35.0,1.0,0.0,1
2433,2752567,_hypernym,2604760,1.0,1.0,5477.0,445.0,444.0,1
2434,5389939,_hypernym,5289057,1.0,1.0,417.0,154.0,153.0,1
2435,15211484,_has_part,15200164,1.0,1.0,10.0,26.0,25.0,1
2438,14560253,_hypernym,14548343,1.0,1.0,40558.0,875.0,874.0,1
2440,13189656,_member_meronym,13189844,1.0,1.0,64.0,32.0,31.0,1
2443,9148970,_has_part,9224325,1.0,1.0,4.0,11.0,10.0,1
2444,15298011,_synset_domain_topic_of,6128570,1.0,1.0,14.0,1.0,0.0,1
2446,5651068,_hypernym,23271,1.0,1.0,3.0,1.0,0.0,1
2447,11782522,_member_meronym,11783162,1.0,1.0,7.0,7.0,6.0,1
2448,5261404,_hypernym,5254795,1.0,1.0,10400.0,2577.0,2576.0,1
2450,1629589,_also_see,1629958,48.0,116.0,53.0,95.0,-21.0,0
2452,10296176,_hypernym,9943239,67.0,3.0,16.0,3.0,0.0,0
2455,11911591,_member_meronym,11993007,1.0,1.0,1.0,5.0,4.0,1
2456,6758225,_hypernym,6756407,1.0,1.0,41.0,25.0,24.0,1
2457,3153375,_has_part,3485997,1.0,1.0,175.0,23.0,22.0,1
2459,1190172,_synset_domain_topic_of,8441203,1.0,1.0,8.0,1.0,0.0,1
2461,11952153,_member_meronym,11952346,1.0,1.0,1289.0,852.0,851.0,1
2462,2675701,_hypernym,1742886,1.0,1.0,19.0,2.0,1.0,1
2467,8135770,_hypernym,8337324,1.0,1.0,22.0,2.0,1.0,1
2468,8860123,_member_of_domain_region,15138241,1.0,1.0,1.0,72.0,71.0,1
2470,9435065,_instance_hypernym,9403734,1.0,1.0,394.0,5.0,4.0,1
2474,7075172,_member_of_domain_usage,144722,1.0,1.0,120.0,40512.0,40511.0,1
2476,14892138,_hypernym,14706749,1.0,1.0,40686.0,33277.0,33276.0,1
2478,3637027,_hypernym,3546766,8214.0,15280.0,34887.0,37190.0,21910.0,0
2480,2613960,_member_meronym,2614288,1.0,1.0,28.0,14.0,13.0,1
2481,290302,_hypernym,153263,1.0,1.0,16.0,3.0,2.0,1
2484,6598445,_hypernym,5808794,1.0,1.0,28.0,45.0,44.0,1
2485,86320,_hypernym,81072,1.0,1.0,7.0,3.0,2.0,1
2489,8675145,_hypernym,8595720,1.0,1.0,40694.0,11877.0,11876.0,1
2496,717358,_hypernym,2367363,1.0,1.0,976.0,40.0,39.0,1
2497,13311368,_hypernym,13310230,1.0,1.0,166.0,24803.0,24802.0,1
2498,11608885,_hypernym,15098161,1.0,1.0,40599.0,788.0,787.0,1
2499,11313507,_instance_hypernym,10672908,1.0,1.0,2.0,1.0,0.0,1
2500,10257221,_hypernym,9608709,10167.0,1308.0,4489.0,602.0,-706.0,0
2501,870312,_hypernym,869583,1.0,1.0,18754.0,9238.0,9237.0,1
2504,4850996,_hypernym,4850589,1.0,1.0,2689.0,5776.0,5775.0,1
2505,7531536,_hypernym,7531255,1.0,1.0,27573.0,38129.0,38128.0,1
2506,1419160,_hypernym,1418667,21.0,9.0,25.0,11.0,2.0,0
2507,8780881,_member_of_domain_region,9542541,1.0,1.0,83.0,13332.0,13331.0,1
2509,12701901,_hypernym,11585340,1.0,1.0,11.0,1.0,0.0,1
2511,996485,_hypernym,993014,1.0,1.0,5328.0,2068.0,2067.0,1
2514,7086323,_hypernym,7083732,1.0,1.0,16441.0,11054.0,11053.0,1
2515,2117369,_hypernym,1864707,1.0,1.0,2.0,1.0,0.0,1
2517,13421462,_hypernym,5898568,1.0,1.0,8226.0,1275.0,1274.0,1
2519,9095751,_has_part,9096498,1.0,1.0,651.0,1061.0,1060.0,1
2521,1044084,_hypernym,1028655,1.0,1.0,8927.0,1596.0,1595.0,1
2526,5413241,_hypernym,5407119,1.0,1.0,40606.0,841.0,840.0,1
2528,1443871,_hypernym,1443021,1.0,1.0,1345.0,852.0,851.0,1
2530,2410313,_member_meronym,2410702,1.0,1.0,2.0,26.0,25.0,1
2531,226379,_hypernym,224901,1.0,1.0,15495.0,6437.0,6436.0,1
2534,6744154,_synset_domain_topic_of,6169050,1.0,1.0,97.0,61.0,60.0,1
2536,527695,_hypernym,428270,1.0,1.0,86.0,4.0,3.0,1
2537,9221070,_hypernym,9444100,1.0,1.0,34.0,7.0,6.0,1
2538,6802,_hypernym,7012,1.0,1.0,2.0,2.0,1.0,1
2540,6453324,_instance_hypernym,6429590,1.0,1.0,37.0,2.0,1.0,1
2541,240754,_hypernym,240184,1.0,1.0,12355.0,6634.0,6633.0,1
2543,13727333,_hypernym,13609507,1.0,1.0,34.0,1.0,0.0,1
2544,10048218,_hypernym,9605289,1.0,1.0,40649.0,4655.0,4654.0,1
2545,363110,_hypernym,2680814,1.0,1.0,11367.0,416.0,415.0,1
2547,7137950,_hypernym,7138085,17.0,8.0,7.0,8.0,0.0,0
2548,7171785,_hypernym,7170753,1.0,1.0,62.0,13.0,12.0,1
2549,14056280,_has_part,14060256,1.0,1.0,12632.0,402.0,401.0,1
2550,2803129,_hypernym,4073669,1.0,1.0,40565.0,8403.0,8402.0,1
2551,5968450,_hypernym,5996646,1.0,1.0,1400.0,52.0,51.0,1
2552,8949093,_has_part,8950907,21.0,274.0,29.0,410.0,136.0,0
2555,1963136,_hypernym,1939598,1.0,1.0,45.0,1.0,0.0,1
2556,5015463,_derivationally_related_form,369864,1.0,1.0,3.0,1.0,0.0,0
2557,115803,_derivationally_related_form,1566916,4622.0,2663.0,1070.0,752.0,-1911.0,0
2558,14806176,_hypernym,14805899,1.0,1.0,40866.0,4665.0,4664.0,1
2560,1483188,_member_meronym,1485073,1.0,1.0,17.0,80.0,79.0,1
2561,5288091,_hypernym,5267548,1.0,1.0,7.0,1.0,0.0,1
2562,1868258,_derivationally_related_form,348571,100.0,10.0,84.0,8.0,-2.0,0
2563,9071690,_has_part,9325395,1.0,1.0,165.0,21023.0,21022.0,1
2564,1648993,_hypernym,1626600,1.0,1.0,8.0,2.0,1.0,1
2566,8336188,_hypernym,8329453,1.0,1.0,40626.0,1109.0,1108.0,1
2568,10404426,_hypernym,10703692,1.0,1.0,11431.0,10016.0,10015.0,1
2569,2170269,_member_meronym,2170400,1.0,1.0,14.0,96.0,95.0,1
2570,3325941,_hypernym,3497657,1.0,1.0,40642.0,809.0,808.0,1
2571,13548531,_hypernym,13453160,1.0,1.0,6.0,7.0,6.0,1
2572,15140405,_has_part,15143477,1.0,1.0,1901.0,3961.0,3960.0,1
2573,1835496,_also_see,1994442,2.0,11.0,6.0,107.0,96.0,1
2574,11770013,_hypernym,11567411,1.0,1.0,2.0,1.0,0.0,1
2577,469637,_hypernym,208836,1.0,1.0,6504.0,1974.0,1973.0,1
2578,12792638,_member_meronym,12793015,1.0,1.0,1.0,14.0,13.0,1
2580,1129532,_hypernym,1128984,1.0,1.0,11974.0,5727.0,5726.0,1
2581,268011,_hypernym,205046,1.0,1.0,40829.0,15311.0,15310.0,1
2582,5560787,_has_part,5573602,1.0,1.0,2.0,233.0,232.0,1
2583,3478907,_hypernym,4105893,1.0,1.0,40671.0,699.0,698.0,1
2584,5461179,_has_part,5254795,1.0,1.0,311.0,727.0,726.0,1
2586,5034473,_hypernym,5190804,18285.0,1621.0,20560.0,1786.0,165.0,0
2587,6070929,_hypernym,6037666,1.0,1.0,5.0,3.0,2.0,1
2588,10012484,_derivationally_related_form,7560903,3.0,3.0,3.0,2.0,-1.0,0
2589,3228016,_hypernym,2817799,1.0,1.0,15.0,6.0,5.0,1
2590,1931398,_hypernym,1921887,1.0,1.0,2.0,1.0,0.0,1
2591,13123431,_hypernym,13122985,1.0,1.0,3957.0,1676.0,1675.0,1
2592,4362821,_hypernym,4231693,1.0,1.0,40655.0,21532.0,21531.0,1
2593,7262108,_hypernym,7258332,1.0,1.0,5283.0,1305.0,1304.0,1
2594,9503282,_hypernym,9483738,1.0,1.0,22959.0,3780.0,3779.0,1
2595,1311103,_hypernym,1282545,1.0,1.0,8.0,3.0,2.0,1
2596,4437953,_has_part,3482523,1.0,1.0,2120.0,4264.0,4263.0,1
2600,10835022,_instance_hypernym,10030277,1.0,1.0,40858.0,592.0,591.0,1
2601,5979595,_hypernym,5978812,1.0,1.0,38918.0,36992.0,36991.0,1
2604,5514717,_hypernym,5513302,1.0,1.0,14.0,4.0,3.0,1
2605,509039,_synset_domain_topic_of,3082979,1.0,1.0,40681.0,749.0,748.0,1
2609,103419,_hypernym,103140,1.0,1.0,40903.0,24782.0,24781.0,1
2610,9753498,_hypernym,7846,1.0,1.0,2.0,1.0,0.0,1
2611,529101,_synset_domain_topic_of,528667,1.0,1.0,39.0,2.0,1.0,1
2612,12485811,_hypernym,11567411,1.0,1.0,2.0,1.0,0.0,1
2614,1309701,_also_see,1313923,12.0,23.0,8.0,11.0,-12.0,0
2615,2320621,_hypernym,2316038,1.0,1.0,2.0,2.0,1.0,1
2619,15049594,_hypernym,14940100,1.0,1.0,610.0,402.0,401.0,1
2620,10294139,_synset_domain_topic_of,8199025,20.0,1.0,21.0,1.0,0.0,0
2621,9883947,_hypernym,10254965,1.0,1.0,1006.0,19400.0,19399.0,1
2622,396325,_hypernym,394813,1.0,1.0,13550.0,468.0,467.0,1
2623,4419073,_hypernym,4365484,1.0,1.0,40601.0,20801.0,20800.0,1
2625,12731202,_member_meronym,12731401,1.0,1.0,555.0,579.0,578.0,1
2629,3514974,_hypernym,2718259,1.0,1.0,4185.0,12160.0,12159.0,1
2634,1632103,_hypernym,1631534,1.0,1.0,92.0,25.0,24.0,1
2635,2525866,_member_meronym,2526121,1.0,1.0,19.0,198.0,197.0,1
2636,9292751,_instance_hypernym,31264,1.0,1.0,14157.0,417.0,416.0,1
2637,2681795,_also_see,235918,24956.0,36376.0,983.0,4734.0,-31642.0,0
2638,1822773,_member_meronym,1823610,1.0,1.0,22829.0,40663.0,40662.0,1
2639,6677974,_derivationally_related_form,9949946,54.0,17.0,106.0,26.0,9.0,0
2641,15180528,_hypernym,33615,1.0,1.0,1152.0,43.0,42.0,1
2643,10215623,_hypernym,9617867,1.0,1.0,1662.0,31.0,30.0,1
2644,10328782,_hypernym,10640620,1.0,1.0,125.0,18.0,17.0,1
2646,2436514,_member_meronym,2436645,1.0,1.0,6.0,20.0,19.0,1
2647,4294879,_hypernym,3322570,1.0,1.0,524.0,1739.0,1738.0,1
2648,9143649,_instance_hypernym,8524735,1.0,1.0,60.0,1.0,0.0,1
2651,13391118,_hypernym,13388245,80.0,2.0,52.0,2.0,0.0,0
2652,757544,_hypernym,685683,1.0,1.0,90.0,31.0,30.0,1
2653,2640242,_hypernym,2638596,1.0,1.0,64.0,12.0,11.0,1
2654,2000036,_hypernym,1759182,1.0,1.0,23.0,1.0,0.0,1
2656,2647503,_member_meronym,2647660,1.0,1.0,9.0,196.0,195.0,1
2657,5481870,_hypernym,5486510,1.0,1.0,39439.0,1382.0,1381.0,1
2659,2586382,_member_meronym,2587761,1.0,1.0,86.0,217.0,216.0,1
2660,12299988,_hypernym,11562747,1.0,1.0,2.0,1.0,0.0,1
2665,2151700,_hypernym,2150948,1.0,1.0,23.0,10.0,9.0,1
2667,9148970,_has_part,9152401,1.0,1.0,1.0,7.0,6.0,1
2669,3931044,_hypernym,4076846,1.0,1.0,43.0,14.0,13.0,1
2670,1476685,_synset_domain_topic_of,6037666,1.0,1.0,2027.0,13.0,12.0,1
2671,3147509,_hypernym,3094503,1.0,1.0,5.0,7.0,6.0,1
2672,8349681,_hypernym,8337324,1.0,1.0,40746.0,519.0,518.0,1
2673,10522759,_hypernym,7846,1.0,1.0,1909.0,71.0,70.0,1
2677,12508077,_hypernym,11585340,1.0,1.0,4.0,1.0,0.0,1
2678,3692379,_hypernym,3051540,1.0,1.0,40592.0,624.0,623.0,1
2680,14800277,_hypernym,14682133,1.0,1.0,40844.0,28573.0,28572.0,1
2682,1981137,_hypernym,1762525,37.0,3.0,36.0,4.0,1.0,0
2684,12039743,_member_meronym,12073410,1.0,1.0,1.0,3.0,2.0,1
2686,13068073,_hypernym,11592146,1.0,1.0,4.0,3.0,2.0,1
2688,12393086,_hypernym,12205694,1.0,1.0,3855.0,34.0,33.0,1
2689,4401088,_has_part,4402580,1.0,1.0,2042.0,3764.0,3763.0,1
2692,1240188,_hypernym,1239862,1.0,1.0,5310.0,11774.0,11773.0,1
2693,8359949,_hypernym,8189659,1.0,1.0,361.0,31.0,30.0,1
2694,57486,_hypernym,53913,1.0,1.0,10.0,6.0,5.0,1
2696,8893223,_has_part,8893492,1.0,1.0,11.0,15.0,14.0,1
2699,8766988,_has_part,8769329,1.0,1.0,16.0,843.0,842.0,1
2700,2001428,_member_meronym,2007721,1.0,1.0,3.0,55.0,54.0,1
2702,2440705,_member_meronym,2448754,1.0,1.0,1.0,8.0,7.0,1
2704,3331244,_hypernym,3309808,1.0,1.0,40839.0,599.0,598.0,1
2705,4994824,_hypernym,4992163,1.0,1.0,40898.0,16001.0,16000.0,1
2706,5018103,_hypernym,5009170,1.0,1.0,20432.0,4448.0,4447.0,1
2708,11911591,_member_meronym,11925140,1.0,1.0,1.0,4.0,3.0,1
2710,6845599,_member_of_domain_usage,4527808,1.0,1.0,1.0,10.0,9.0,1
2711,9960688,_hypernym,9878275,1.0,1.0,10750.0,19428.0,19427.0,1
2712,296263,_synset_domain_topic_of,2691156,1.0,1.0,565.0,13.0,12.0,1
2713,225150,_hypernym,220023,1.0,1.0,40.0,53.0,52.0,1
2717,1013971,_hypernym,1012712,1.0,1.0,40702.0,21820.0,21819.0,1
2719,1543123,_also_see,1984902,2.0,5.0,2.0,6.0,1.0,1
2720,11841529,_member_meronym,11850748,1.0,1.0,2.0,5.0,4.0,1
2722,14450691,_hypernym,14449126,1.0,1.0,13.0,4.0,3.0,1
2723,10741152,_hypernym,9631463,1.0,1.0,40677.0,616.0,615.0,1
2724,13081050,_hypernym,11592146,1.0,1.0,2.0,1.0,0.0,1
2725,4985198,_hypernym,4983122,1.0,1.0,472.0,53.0,52.0,1
2726,1682761,_hypernym,1675963,1.0,1.0,17.0,3.0,2.0,1
2727,2573704,_hypernym,2554730,1.0,1.0,330.0,1.0,0.0,1
2728,2529293,_hypernym,1428580,1.0,1.0,411.0,10.0,9.0,1
2732,2249365,_hypernym,1759182,1.0,1.0,2.0,1.0,0.0,1
2736,13506587,_derivationally_related_form,2071837,60.0,132.0,49.0,91.0,-41.0,0
2740,195569,_hypernym,191142,1.0,1.0,34.0,11.0,10.0,1
2741,13624509,_has_part,13624190,1.0,1.0,40.0,28.0,27.0,1
2743,2233767,_member_meronym,2233943,1.0,1.0,3.0,2.0,1.0,1
2744,1628450,_member_meronym,1635659,1.0,1.0,2.0,2.0,1.0,1
2745,2103925,_hypernym,1850315,1.0,1.0,8460.0,285.0,284.0,1
2749,6680002,_derivationally_related_form,10266486,17419.0,13896.0,37639.0,21857.0,7961.0,0
2750,9051235,_instance_hypernym,8574314,1.0,1.0,7.0,1.0,0.0,1
2751,3157582,_hypernym,2720725,1.0,1.0,148.0,36.0,35.0,1
2752,2162434,_hypernym,2168555,1.0,1.0,8440.0,6760.0,6759.0,1
2754,12740514,_member_meronym,12743680,1.0,1.0,4.0,53.0,52.0,1
2756,7241837,_hypernym,7238694,1.0,1.0,21.0,4.0,3.0,1
2757,1521912,_hypernym,1212230,1.0,1.0,12.0,4.0,3.0,1
2759,11296139,_instance_hypernym,10020890,1.0,1.0,2746.0,56.0,55.0,1
2762,8766988,_has_part,8772307,1.0,1.0,4.0,260.0,259.0,1
2764,12476510,_hypernym,13121104,1.0,1.0,1357.0,1763.0,1762.0,1
2765,8962951,_instance_hypernym,8524735,1.0,1.0,271.0,2.0,1.0,1
2767,1837744,_also_see,914421,6.0,6.0,8.0,8.0,2.0,0
2770,8955626,_has_part,8956140,1.0,1.0,47.0,107.0,106.0,1
2771,8289089,_hypernym,8288753,1.0,1.0,195.0,157.0,156.0,1
2772,11013876,_instance_hypernym,10022111,1.0,1.0,7.0,2.0,1.0,1
2773,9239740,_hypernym,19128,1.0,1.0,8.0,4.0,3.0,1
2775,1700076,_hypernym,1342529,1.0,1.0,6.0,3.0,2.0,1
2776,8941681,_member_of_domain_region,1271107,1.0,1.0,22497.0,24355.0,24354.0,1
2777,8514865,_hypernym,8512736,1.0,1.0,378.0,579.0,578.0,1
2779,2362601,_hypernym,2339413,1.0,1.0,2945.0,131.0,130.0,1
2781,7419599,_hypernym,7357388,1.0,1.0,2403.0,874.0,873.0,1
2782,6780882,_hypernym,6776138,1.0,1.0,35.0,5.0,4.0,1
2783,8487504,_member_meronym,8896092,10.0,543.0,10.0,278.0,-265.0,0
2784,14521954,_hypernym,14521648,1.0,1.0,15888.0,12424.0,12423.0,1
2785,201058,_derivationally_related_form,550546,171.0,262.0,505.0,620.0,358.0,0
2786,1891638,_hypernym,1891249,1.0,1.0,31241.0,28404.0,28403.0,1
2790,11772408,_hypernym,12205694,1.0,1.0,36936.0,429.0,428.0,1
2796,55010,_hypernym,104868,1.0,1.0,6.0,2.0,1.0,1
2797,3473966,_derivationally_related_form,49102,42.0,12.0,24782.0,23323.0,23311.0,0
2799,1614769,_hypernym,1507175,1.0,1.0,56.0,7.0,6.0,1
2800,617095,_hypernym,690614,1.0,1.0,8574.0,250.0,249.0,1
2802,4737568,_hypernym,4735929,1.0,1.0,40927.0,3122.0,3121.0,1
2803,299580,_hypernym,123170,1.0,1.0,828.0,87.0,86.0,1
2804,3328650,_hypernym,2707683,1.0,1.0,1.0,2.0,1.0,1
2806,9130076,_has_part,9130714,1.0,1.0,10.0,225.0,224.0,1
2807,7689003,_hypernym,7687789,3662.0,7180.0,21435.0,37047.0,29867.0,0
2808,8191987,_has_part,8193854,1.0,1.0,7.0,22.0,21.0,1
2809,1834896,_hypernym,1834485,1.0,1.0,31237.0,27070.0,27069.0,1
2810,14448200,_hypernym,14475661,1.0,1.0,32084.0,15125.0,15124.0,1
2811,658913,_hypernym,658052,1.0,1.0,24425.0,1084.0,1083.0,1
2812,639556,_has_part,5798569,1.0,1.0,3455.0,2276.0,2275.0,1
2813,2654609,_hypernym,1432517,1.0,1.0,68.0,2.0,1.0,1
2816,1051082,_hypernym,1048912,1.0,1.0,15414.0,2698.0,2697.0,1
2818,1901133,_hypernym,1904930,10.0,1.0,7.0,1.0,0.0,0
2822,10722385,_hypernym,10363913,1.0,1.0,1060.0,652.0,651.0,1
2824,13714184,_hypernym,13608598,1.0,1.0,40880.0,38785.0,38784.0,1
2826,6879180,_hypernym,6873252,1.0,1.0,1158.0,291.0,290.0,1
2827,2179429,_member_meronym,2180233,1.0,1.0,14.0,197.0,196.0,1
2828,2307547,_hypernym,2306462,1.0,1.0,3.0,2.0,1.0,1
2829,8860123,_member_of_domain_region,292386,1.0,1.0,1.0,11852.0,11851.0,1
2831,430099,_hypernym,429060,1.0,1.0,7780.0,433.0,432.0,1
2832,4262161,_hypernym,4080454,1.0,1.0,545.0,747.0,746.0,1
2833,1360712,_member_meronym,1360937,1.0,1.0,7.0,14.0,13.0,1
2834,657604,_has_part,153105,1.0,1.0,25.0,231.0,230.0,1
2838,4663763,_hypernym,4662951,1.0,1.0,24.0,9.0,8.0,1
2839,1350855,_hypernym,1355326,1.0,1.0,50.0,1.0,0.0,1
2840,1949218,_synset_domain_topic_of,815801,1.0,1.0,202.0,7.0,6.0,1
2841,12513426,_member_meronym,12513613,1.0,1.0,15384.0,1208.0,1207.0,1
2843,6309383,_hypernym,7997703,1.0,1.0,30078.0,29204.0,29203.0,1
2845,7907161,_hypernym,7906284,1.0,1.0,20609.0,17420.0,17419.0,1
2846,3142912,_hypernym,3081021,1.0,1.0,40702.0,15555.0,15554.0,1
2849,8282696,_hypernym,8276720,1.0,1.0,398.0,29.0,28.0,1
2852,1457489,_hypernym,1555742,1.0,1.0,31.0,12.0,11.0,1
2853,1376245,_hypernym,1377032,1.0,1.0,90.0,30.0,29.0,1
2854,11790624,_member_meronym,11790788,1.0,1.0,65.0,164.0,163.0,1
2855,1251928,_hypernym,1249724,1.0,1.0,265.0,80.0,79.0,1
2859,2344060,_hypernym,2199590,1.0,1.0,797.0,97.0,96.0,1
2861,5333467,_hypernym,5287882,1.0,1.0,12.0,4.0,3.0,1
